Messreihe Frequenzsweep Ladestrom Akku: AC ist Effektivwert
Frequenz Start/Stopp: 50/10000 Hz, Sin-Min: 10 mA, Sin-Max: 60 mA

t [s]; U_DC [v]; I_DC [mA]; R_DC [Ohm]; U_AC [v]; I_AC [mA]; R_Diff [Ohm]; C [mAh] 

421;7900;1.513;21.1199;71.660;0.015474;15.5986;0.9920; 6.4
424;7950;1.514;21.0101;72.066;0.015504;15.6403;0.9913; 6.5
427;8000;1.513;20.9096;72.364;0.015501;15.6680;0.9893; 6.5
429;8050;1.513;20.7719;72.858;0.015138;15.7061;0.9638; 6.6
432;8100;1.513;20.6193;73.389;0.015070;15.7220;0.9586; 6.6
434;8150;1.513;20.4504;73.965;0.015376;15.7628;0.9754; 6.6
437;8200;1.513;20.3001;74.508;0.015279;15.8294;0.9652; 6.7
440;8250;1.513;20.1561;75.048;0.015636;15.8761;0.9849; 6.7
442;8300;1.512;19.9869;75.628;0.015644;15.9361;0.9817; 6.8
445;8350;1.515;21.4240;70.706;0.014684;15.4269;0.9518; 6.8
447;8400;1.516;21.7447;69.696;0.015325;15.3055;1.0013; 6.9
450;8450;1.516;21.6209;70.102;0.015171;15.3360;0.9892; 6.9
453;8500;1.516;21.5094;70.469;0.015012;15.3761;0.9763; 6.9
455;8550;1.515;21.4020;70.796;0.015371;15.4130;0.9973; 7.0
458;8600;1.516;21.2986;71.173;0.015412;15.4423;0.9981; 7.0
461;8650;1.515;21.1369;71.685;0.015125;15.4534;0.9787; 7.1
463;8700;1.515;20.9862;72.204;0.014948;15.4408;0.9681; 7.1
466;8750;1.514;20.8408;72.659;0.015525;15.4563;1.0044; 7.2
468;8800;1.514;20.7180;73.099;0.015232;15.4902;0.9833; 7.2
471;8850;1.514;20.5943;73.519;0.015411;15.5327;0.9922; 7.2
474;8900;1.514;20.4978;73.880;0.015094;15.5643;0.9698; 7.3
476;8950;1.514;20.3935;74.264;0.015546;15.5973;0.9967; 7.3
479;9000;1.514;20.2617;74.718;0.015226;15.6558;0.9726; 7.4
481;9050;1.513;20.0975;75.306;0.015393;15.7146;0.9795; 7.4
484;9100;1.516;21.5697;70.301;0.014771;15.1854;0.9727; 7.4
487;9150;1.518;21.8375;69.501;0.014940;15.0366;0.9936; 7.5
489;9200;1.517;21.7259;69.824;0.015471;15.0913;1.0252; 7.5
492;9250;1.517;21.6613;70.054;0.015019;15.1238;0.9930; 7.6
495;9300;1.518;21.5944;70.284;0.015437;15.1430;1.0194; 7.6
497;9350;1.517;21.4989;70.584;0.014925;15.1511;0.9851; 7.7
500;9400;1.517;21.3818;70.932;0.015426;15.1691;1.0170; 7.7
502;9450;1.517;21.2129;71.512;0.015025;15.1750;0.9901; 7.7
505;9500;1.516;21.0212;72.139;0.015244;15.1801;1.0042; 7.8
508;9550;1.516;20.8824;72.594;0.015512;15.2506;1.0171; 7.8
510;9600;1.516;20.7732;72.971;0.015482;15.3005;1.0118; 7.9
513;9650;1.517;20.7073;73.258;0.015224;15.3297;0.9931; 7.9
515;9700;1.516;20.6369;73.468;0.015116;15.3507;0.9847; 8.0
518;9750;1.515;20.5345;73.803;0.015477;15.3550;1.0079; 8.0
521;9800;1.516;20.4187;74.226;0.015266;15.3568;0.9941; 8.0
523;9850;1.516;20.2906;74.696;0.015149;15.3751;0.9853; 8.1
526;9900;1.515;20.1383;75.246;0.015220;15.3786;0.9897; 8.1
528;9950;1.515;20.0057;75.716;0.015487;15.4283;1.0038; 8.2
